DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Crime Code 1,Crime Code 2,Crime Code 3,Crime Code 4,Address,Cross Street,Location,Threat,Males,Females,No Gender
110705369,2/1/2011,2/1/2011,805,7,Wilshire,778,624,BATTERY - SIMPLE ASSAULT,0400 0411,14,M,H,720,JUNIOR HIGH SCHOOL,210,RAZOR BLADE,IC,Invest Cont,624,,,,4000 W  JOHNNIE COCHRAN VISTA,,"(34.0425, -118.3258)",1,1,0,0
102012884,5/14/2010,5/14/2010,2010,20,Olympic,2019,624,BATTERY - SIMPLE ASSAULT,0305 0416 0429 0432 1237 2002,32,M,H,210,RESTAURANT/FAST FOOD,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,BEVERLY                      AV,WESTMORELAND,"(34.0764, -118.288)",1,1,0,0
121913527,6/10/2012,6/9/2012,1500,19,Mission,1913,330,BURGLARY FROM VEHICLE,1606 0344,48,M,H,108,PARKING LOT,,,IC,Invest Cont,330,,,,15200    ROXFORD                      ST,,"(34.3184, -118.4637)",0,1,0,0
102113793,7/4/2010,7/2/2010,1,21,Topanga,2126,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",329,54,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740,,,,21000    INGOMAR                      ST,,"(34.212, -118.5907)",0,0,1,0
111209036,3/14/2011,3/8/2011,10,12,77th Street,1251,354,THEFT OF IDENTITY,0354 0377 1822,38,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,6900    8TH                          AV,,"(33.9765, -118.3265)",0,1,0,0
120917603,9/12/2012,9/12/2012,1730,9,Van Nuys,926,440,THEFT PLAIN - PETTY ($950 & UNDER),325,25,F,H,202,LIQUOR STORE,,,IC,Invest Cont,440,,,,14400    VICTORY                      BL,,"(34.1867, -118.4465)",0,0,1,0
101819525,9/26/2010,9/25/2010,2115,18,Southeast,1837,761,BRANDISH WEAPON,0334 0511 1259,14,M,B,102,SIDEWALK,102,HAND GUN,IC,Invest Cont,761,,,,1700 E  109TH                        ST,,"(33.9371, -118.2421)",1,1,0,0
130412663,8/14/2013,8/13/2013,2330,4,Hollenbeck,455,330,BURGLARY FROM VEHICLE,0385 1302 0344,51,M,H,101,STREET,,,IC,Invest Cont,330,,,,400 N  BREED                        ST,,"(34.0488, -118.2078)",0,1,0,0
120117661,8/11/2012,7/15/2012,2300,1,Central,182,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0913 0361 0344 1606,32,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341,,,,900 S  FIGUEROA                     ST,,"(34.0462, -118.2628)",0,1,0,0
110404221,12/16/2010,12/13/2010,1230,4,Hollenbeck,477,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0334 0416 0553 1251 1258,,M,H,501,SINGLE FAMILY DWELLING,301,BELT FLAILING INSTRUMENT/CHAIN,IC,Invest Cont,627,,,,600    CAMULOS                      ST,,"(34.035, -118.2082)",1,1,0,0
120304732,1/11/2012,1/11/2012,1705,3,Southwest,378,350,"THEFT, PERSON",0345 1259 0346 0344 0400,14,M,B,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,350,,,,3900    MENLO                        AV,,"(34.0154, -118.2901)",1,1,0,0
130709798,5/15/2013,5/14/2013,1530,7,Wilshire,738,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344 1606,43,M,W,108,PARKING LOT,,,IC,Invest Cont,331,,,,5000    WILSHIRE                     BL,,"(34.0621, -118.3385)",0,1,0,0
111608993,4/17/2011,4/17/2011,2330,16,Foothill,1663,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 2000,39,F,H,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,SHELDON                      ST,TELFAIR                      AV,"(34.2368, -118.3972)",1,0,1,0
111916895,8/3/2011,7/31/2011,2000,19,Mission,1993,624,BATTERY - SIMPLE ASSAULT,416,28,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,8100    BURNET                       AV,,"(34.2179, -118.4636)",1,1,0,0
100326134,11/15/2010,11/15/2010,1300,3,Southwest,328,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329 1300,21,F,W,101,STREET,,,IC,Invest Cont,740,,,,30TH                         ST,UNIVERSITY                   AV,"(34.0267, -118.2817)",0,0,1,0
101601254,9/5/2010,9/5/2010,1640,16,Foothill,1602,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 2000,28,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,11400    GLENOAKS                     BL,,"(34.2773, -118.4155)",1,0,1,0
101910700,4/11/2010,4/11/2010,200,19,Mission,1945,624,BATTERY - SIMPLE ASSAULT,416,39,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,14400    KINGSBURY                    ST,,"(34.2653, -118.4468)",1,1,0,0
121719583,10/28/2012,10/28/2012,2330,17,Devonshire,1753,624,BATTERY - SIMPLE ASSAULT,2002 1206 1817 0401 0416,22,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,20400    DEVONSHIRE                   ST,,"(34.2573, -118.5774)",1,0,1,0
122007181,2/29/2012,1/25/2012,2300,20,Olympic,2038,237,CHILD NEGLECT (SEE 300 W.I.C.),0552 0913,13,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,237,,,,600    SHATTO                       PL,,"(34.0608, -118.2903)",0,0,1,0
100801525,11/6/2010,11/5/2010,720,8,West LA,893,310,BURGLARY,0321 0344,50,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2600    GLENDON                      AV,,"(34.0362, -118.4239)",0,0,1,0
120118608,8/26/2012,8/26/2012,1745,1,Central,164,310,BURGLARY,344,50,M,W,503,HOTEL,,,IC,Invest Cont,310,,,,600 S  MAIN                         ST,,"(34.0453, -118.2499)",0,1,0,0
101611736,6/5/2010,6/5/2010,1345,16,Foothill,1654,900,VIOLATION OF COURT ORDER,913,31,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,900,,,,12200    OSBORNE                      PL,,"(34.2619, -118.3989)",0,1,0,0
121017815,10/22/2012,10/21/2012,2230,10,West Valley,1041,888,TRESPASSING,1501 1402,63,M,W,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,888,998,,,5800    CAHILL                       AV,,"(34.1758, -118.5491)",0,1,0,0
130308523,3/14/2013,3/14/2013,1900,3,Southwest,313,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1310 1402 0334 0416 0432 0329 0906,19,M,B,301,GAS STATION,200,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,230,998,,,CRENSHAW,ADAMS,"(34.0326, -118.335)",1,1,0,0
101918979,8/11/2010,8/11/2010,30,19,Mission,1924,900,VIOLATION OF COURT ORDER,906,18,M,H,101,STREET,,,IC,Invest Cont,900,,,,14900    NORA                         PL,,"(34.2916, -118.4567)",0,1,0,0
131709582,4/25/2013,4/20/2013,1715,17,Devonshire,1759,310,BURGLARY,0344 1601,50,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,15600    VINTAGE                      ST,,"(34.2519, -118.4729)",0,1,0,0
100411873,6/24/2010,6/24/2010,1600,4,Hollenbeck,426,946,OTHER MISCELLANEOUS CRIME,,31,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,946,,,,5000    AXTELL                       ST,,"(34.086, -118.1737)",0,1,0,0
111617576,10/11/2011,10/5/2011,2100,16,Foothill,1661,440,THEFT PLAIN - PETTY ($950 & UNDER),344,23,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,9400    LAUREL CANYON                BL,,"(34.2398, -118.412)",0,1,0,0
121809102,4/7/2012,4/7/2012,45,18,Southeast,1823,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1300 0329,49,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,10300    TOWNE                        AV,,"(33.9429, -118.2673)",0,1,0,0
110817166,10/23/2011,10/23/2011,1535,8,West LA,835,901,VIOLATION OF RESTRAINING ORDER,0923 1210,38,F,W,704,ELEMENTARY SCHOOL,,,IC,Invest Cont,901,,,,2000    SELBY                        AV,,"(34.0483, -118.4315)",0,0,1,0
121430995,12/26/2012,12/26/2012,1700,14,Pacific,1427,440,THEFT PLAIN - PETTY ($950 & UNDER),344,,M,W,402,MARKET,,,AA,Adult Arrest,440,998,,,3100 S  SEPULVEDA                    BL,,"(34.0265, -118.4279)",0,1,0,0
120205911,2/5/2012,2/5/2012,1635,2,Rampart,245,624,BATTERY - SIMPLE ASSAULT,416,22,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,OCEAN VIEW                   BL,GRAND VIEW,"(34.0629, -118.2754)",1,1,0,0
120520543,12/17/2012,12/17/2012,5,5,Harbor,529,440,THEFT PLAIN - PETTY ($950 & UNDER),1814 0344 1300 1307 0329 1609 0913,48,F,H,108,PARKING LOT,,,IC,Invest Cont,440,,,,F                            ST,BROAD                        AV,"(33.7772, -118.2596)",0,0,1,0
111313846,6/6/2011,6/1/2011,1200,13,Newton,1383,440,THEFT PLAIN - PETTY ($950 & UNDER),344,41,M,O,118,CONSTRUCTION SITE,,,IC,Invest Cont,440,,,,100 W  59TH                         ST,,"(33.987, -118.2739)",0,1,0,0
110615113,6/7/2011,6/6/2011,2000,6,Hollywood,643,626,INTIMATE PARTNER - SIMPLE ASSAULT,1222 1239 1814 1813 2000,22,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,626,,,,1700 N  FULLER                       AV,,"(34.1016, -118.3489)",1,1,0,0
110319412,8/26/2011,8/26/2011,650,3,Southwest,398,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 0408 0446 2000,31,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,500 W  41ST                         ST,,"(34.0097, -118.2827)",1,0,1,0
131115542,8/10/2013,8/10/2013,1105,11,Northeast,1162,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,,M,O,203,OTHER BUSINESS,,,IC,Invest Cont,745,,,,4600    SANTA MONICA                 BL,,"(34.0909, -118.2893)",0,1,0,0
121915058,7/4/2012,7/3/2012,2330,19,Mission,1977,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),1300 0344,58,M,H,101,STREET,,,IC,Invest Cont,331,,,,13600    CORRENTI                     ST,,"(34.237, -118.4287)",0,1,0,0
111429577,10/25/2011,10/19/2011,800,14,Pacific,1407,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),344,60,F,H,101,STREET,,,IC,Invest Cont,420,,,,3700    CLARINGTON                   AV,,"(34.0248, -118.4021)",0,0,1,0
120211563,5/21/2012,5/21/2012,1650,2,Rampart,217,624,BATTERY - SIMPLE ASSAULT,416,50,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,800 N  ALVARADO                     ST,,"(34.0747, -118.2653)",1,0,1,0
111901080,7/9/2011,7/8/2011,2100,19,Mission,1984,946,OTHER MISCELLANEOUS CRIME,906,24,M,H,101,STREET,,,IC,Invest Cont,946,,,,PARTHENIA                    ST,WILLIS                       AV,"(34.2282, -118.4553)",0,1,0,0
100418844,12/10/2010,1/31/2010,1200,4,Hollenbeck,404,354,THEFT OF IDENTITY,377,32,M,W,101,STREET,,,IC,Invest Cont,354,,,,MONTEREY                     RD,AVENUE 60,"(34.1055, -118.1842)",0,1,0,0
120104399,1/8/2011,1/8/2011,100,1,Central,171,440,THEFT PLAIN - PETTY ($950 & UNDER),344,34,F,H,735,NIGHT CLUB (OPEN EVENINGS ONLY),,,IC,Invest Cont,440,,,,800 W  OLYMPIC                      BL,,"(34.045, -118.264)",0,0,1,0
121710222,4/25/2012,4/25/2012,1400,17,Devonshire,1712,310,BURGLARY,1601 1822 0321 0344 1606 0389,66,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,19300    PAUMA VALLEY                 DR,,"(34.2814, -118.5531)",0,0,1,0
121214561,6/3/2012,6/3/2012,2000,12,77th Street,1215,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,421,36,F,H,102,SIDEWALK,511,VERBAL THREAT,IC,Invest Cont,930,,,,5700 S  BUDLONG                      AV,,"(33.9906, -118.2958)",1,0,1,0
122109715,4/30/2012,4/29/2012,2230,21,Topanga,2103,320,"BURGLARY, ATTEMPTED",1607 1608,43,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,320,,,,8400    FARRALONE                    AV,,"(34.2224, -118.6109)",0,1,0,0
121721360,12/7/2012,10/15/2012,800,17,Devonshire,1723,354,THEFT OF IDENTITY,1822,43,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,20600    NASHVILLE                    ST,,"(34.27, -118.5826)",0,0,1,0
130117181,7/29/2013,7/12/2013,1000,1,Central,101,354,THEFT OF IDENTITY,377,63,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,900    CENTENNIAL                   ST,,"(34.0669, -118.2458)",0,1,0,0
101615078,8/2/2010,8/2/2010,615,16,Foothill,1602,901,VIOLATION OF RESTRAINING ORDER,913,33,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,901,,,,12700    MONTFORD                     ST,,"(34.2835, -118.4098)",0,0,1,0
121711217,5/16/2012,5/16/2012,1030,17,Devonshire,1752,624,BATTERY - SIMPLE ASSAULT,0444 1815 0416,40,M,W,721,HIGH SCHOOL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JA,Juv Arrest,624,,,,10000    LURLINE                      AV,,"(34.2518, -118.5842)",1,1,0,0
100907853,3/11/2010,3/10/2010,1840,9,Van Nuys,969,320,"BURGLARY, ATTEMPTED",1607,41,F,W,719,MEDICAL/DENTAL OFFICES,,,IC,Invest Cont,320,,,,12600    RIVERSIDE                    DR,,"(34.1576, -118.4074)",0,0,1,0
130905015,1/23/2012,1/21/2012,600,9,Van Nuys,909,310,BURGLARY,344,34,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,7300    WOODMAN                      AV,,"(34.2031, -118.4313)",0,0,1,0
100200700,8/21/2010,8/21/2010,2230,2,Rampart,256,210,ROBBERY,0342 0337 0355 0432 0906 1822,22,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,,,,UNION                        AV,WILSHIRE                     BL,"(34.0554, -118.2702)",1,1,0,0
121214982,6/10/2012,6/9/2012,230,12,77th Street,1267,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0444 1309 2000 1310 0906,23,F,B,108,PARKING LOT,216,SCISSORS,AO,Adult Other,230,,,,8500 S  BROADWAY,,"(33.9616, -118.2782)",1,0,1,0
111110192,4/29/2011,4/28/2011,1745,11,Northeast,1102,310,BURGLARY,0325 1402,24,M,H,406,OTHER STORE,,,AA,Adult Arrest,310,998,,,2900    LOS FELIZ                    BL,,"(34.1265, -118.2628)",0,1,0,0
131507466,3/8/2013,2/20/2013,1230,15,N Hollywood,1519,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344 0701 0100 1402 0113,56,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,341,,,,6400    RIVERTON                     AV,,"(34.1867, -118.3659)",0,0,1,0
100711716,6/26/2010,6/25/2010,2130,7,Wilshire,701,330,BURGLARY FROM VEHICLE,0321 0344 1607,33,M,W,101,STREET,,,IC,Invest Cont,330,,,,WARING                       AV,EDINBURGH                    AV,"(34.0855, -118.3638)",0,1,0,0
111604240,1/5/2011,12/13/2010,1,16,Foothill,1658,354,THEFT OF IDENTITY,0377 1822,71,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,10200    MARCUS                       AV,,"(34.254, -118.282)",0,0,1,0
111906111,2/4/2011,2/3/2011,2220,19,Mission,1983,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0302 0906,16,M,H,102,SIDEWALK,102,HAND GUN,IC,Invest Cont,230,,,,8400    COLUMBUS                     AV,,"(34.2231, -118.4655)",1,1,0,0
121200816,9/28/2012,9/26/2012,1130,12,77th Street,1203,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1251 1258 0416 0602 0445 0553,12,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",301,BELT FLAILING INSTRUMENT/CHAIN,AA,Adult Arrest,627,,,,1600 W  51ST                         ST,,"(33.9969, -118.3068)",1,0,1,0
110410763,6/15/2011,5/15/2011,1100,4,Hollenbeck,427,956,"LETTERS, LEWD",1000 1251,27,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,956,,,,4600    TWINING                      ST,,"(34.0841, -118.1847)",0,0,1,0
101813193,6/5/2010,6/5/2010,1530,18,Southeast,1822,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1307,60,F,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,104TH,BROADWAY,"(33.9419, -118.2781)",0,0,1,0
130620401,8/26/2013,8/24/2013,2300,6,Hollywood,645,440,THEFT PLAIN - PETTY ($950 & UNDER),344,23,F,W,733,BAR/SPORTS BAR (OPEN DAY & NIGHT),,,IC,Invest Cont,440,,,,7000 W  SUNSET                       BL,,"(34.098, -118.3416)",0,0,1,0
140919095,11/15/2014,11/15/2012,100,9,Van Nuys,914,810,"SEX, UNLAWFUL",1259 2000 0429 0444 0516 0520 0527 1402 1501 1814,15,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,810,,,,14900    VANOWEN                      ST,,"(34.1939, -118.4574)",0,0,1,0
100716215,10/7/2010,10/7/2010,1220,7,Wilshire,782,210,ROBBERY,344,26,M,B,203,OTHER BUSINESS,102,HAND GUN,IC,Invest Cont,210,,,,5900    BURCHARD                     AV,,"(34.0364, -118.373)",1,1,0,0
130504640,1/15/2013,12/20/2012,1200,5,Harbor,524,354,THEFT OF IDENTITY,1822,35,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1200 W  C                            ST,,"(33.772, -118.2762)",0,1,0,0
101715751,8/6/2010,8/5/2010,2120,17,Devonshire,1794,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",416,32,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",212,BOTTLE,IC,Invest Cont,230,,,,18400    ROSCOE                       BL,,"(34.2207, -118.5339)",1,1,0,0
130615814,6/17/2013,6/16/2013,200,6,Hollywood,637,624,BATTERY - SIMPLE ASSAULT,400,22,M,B,735,NIGHT CLUB (OPEN EVENINGS ONLY),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,6000    HOLLYWOOD                    BL,,"(34.1017, -118.3202)",1,1,0,0
101321949,9/28/2010,9/24/2010,1500,13,Newton,1395,813,CHILD ANNOYING (17YRS & UNDER),0432 1251,13,F,H,101,STREET,,,IC,Invest Cont,813,,,,FLORENCE                     AV,AVALON                       BL,"(33.9748, -118.2652)",0,0,1,0
122120075,12/17/2012,11/8/2012,1200,21,Topanga,2139,354,THEFT OF IDENTITY,0929 1822 0928,34,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,7500    WINNETKA                     AV,,"(34.2059, -118.571)",0,1,0,0
100115828,8/20/2010,8/17/2010,1200,1,Central,162,310,BURGLARY,344,30,F,H,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,310,,,,700 W  7TH                          ST,,"(34.048, -118.2577)",1,0,1,0
121518940,9/25/2012,3/1/2012,1200,15,N Hollywood,1547,860,BATTERY WITH SEXUAL CONTACT,0913 1817 0500 0531 0443 0509 0400,49,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,860,,,,11400    CHANDLER                     BL,,"(34.1681, -118.379)",1,0,1,0
111504577,1/12/2011,1/12/2011,1000,15,N Hollywood,1563,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,36,M,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,11500    MOORPARK                     ST,,"(34.1504, -118.3823)",0,1,0,0
111611283,6/2/2011,6/1/2011,2300,16,Foothill,1636,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",329,31,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740,,,,10600    MARY BELL                    AV,,"(34.2622, -118.3453)",0,0,1,0
101319055,8/18/2010,8/18/2010,1440,13,Newton,1365,237,CHILD NEGLECT (SEE 300 W.I.C.),0553 0602 1258 1257,13,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,237,,,,4800    ASCOT                        AV,,"(34.0002, -118.2499)",0,1,0,0
131110613,5/9/2013,5/9/2013,200,11,Northeast,1115,330,BURGLARY FROM VEHICLE,344,33,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,2100    FAIR PARK                    AV,,"(34.1357, -118.213)",0,1,0,0
130704793,1/20/2013,1/20/2013,1600,7,Wilshire,734,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",1414 1300 0329,21,F,W,108,PARKING LOT,,,IC,Invest Cont,740,,,,6100 W  3RD                          ST,,"(34.0704, -118.3532)",0,0,1,0
121617964,11/13/2012,11/12/2012,1800,16,Foothill,1657,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329 1300,49,M,O,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,10200    TUJUNGA CANYON               BL,,"(34.2512, -118.2906)",0,1,0,0
101310962,4/15/2010,4/15/2010,2100,13,Newton,1361,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0302 0334 0371 0432 0906 1251 1259 1309,17,M,H,101,STREET,102,HAND GUN,AA,Adult Arrest,230,,,,300 W  46TH                         ST,,"(34.002, -118.2783)",1,1,0,0
131110616,5/9/2013,12/31/2010,1200,11,Northeast,1134,354,THEFT OF IDENTITY,,58,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,3000    VERDUGO                      RD,,"(34.1052, -118.2376)",0,0,1,0
100621201,8/23/2010,8/23/2010,2240,6,Hollywood,647,210,ROBBERY,0334 0400,23,M,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,SAINT ANDREWS                PL,HAROLD                       WY,"(34.1005, -118.3115)",1,1,0,0
111412568,4/12/2011,4/12/2011,1030,14,Pacific,1432,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 0605 1300 1309,21,M,W,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,,,,600    CALIFORNIA                   AV,,"(33.9911, -118.4658)",1,1,0,0
121212007,4/26/2012,11/3/2011,1200,12,77th Street,1263,354,THEFT OF IDENTITY,0100 0377 0929 1822 1202,76,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,2100 W  82ND                         ST,,"(33.9646, -118.3156)",0,0,1,0
120208998,4/2/2012,4/2/2012,100,2,Rampart,233,350,"THEFT, PERSON",1202 0361 0344,52,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,350,,,,2700    BEVERLY                      BL,,"(34.0699, -118.2777)",0,0,1,0
110204836,1/18/2011,1/16/2011,900,2,Rampart,257,330,BURGLARY FROM VEHICLE,0344 0358 1607,29,M,B,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,1200    WILSHIRE                     BL,,"(34.053, -118.2648)",0,1,0,0
101010925,5/20/2010,5/20/2010,300,10,West Valley,1011,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),344,47,F,H,108,PARKING LOT,,,IC,Invest Cont,331,,,,7300    CORBIN                       AV,,"(34.2031, -118.5623)",0,0,1,0
111504350,1/7/2011,12/31/2010,1000,15,N Hollywood,1566,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",344,61,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341,,,,10900    WHIPPLE                      ST,,"(34.1481, -118.3673)",0,0,1,0
100917954,9/6/2010,9/6/2010,2230,9,Van Nuys,914,624,BATTERY - SIMPLE ASSAULT,0416 0913,49,F,B,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,14600    SHERMAN                      WY,,"(34.2012, -118.4509)",1,0,1,0
110306801,2/15/2011,2/14/2011,2215,3,Southwest,393,210,ROBBERY,0325 0334 0342 0416,40,M,B,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,4300    DEGNAN                       BL,,"(34.006, -118.3315)",1,1,0,0
100810911,6/8/2010,6/1/2010,2000,8,West LA,852,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0416 0553 0913,15,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",301,BELT FLAILING INSTRUMENT/CHAIN,IC,Invest Cont,627,,,,1500    BARRY                        AV,,"(34.045, -118.4557)",1,0,1,0
120510299,5/1/2012,5/1/2012,2350,5,Harbor,564,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 0447 1814 1309,29,M,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,626,,,,2ND,PACIFIC,"(33.7424, -118.2879)",1,1,0,0
131709881,5/2/2013,5/2/2013,900,17,Devonshire,1792,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1602,53,M,H,101,STREET,,,IC,Invest Cont,745,,,,PENFIELD,COMMUNITY,"(34.2222, -118.5689)",0,1,0,0
